Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10691300,1,"Thursday, April 11, 2013 01:22:51 UTC",62.4564,-151.2074,1.3,72.70, 9,"Central Alaska"
ak,10691296,1,"Thursday, April 11, 2013 01:16:00 UTC",63.2836,-152.2311,1.9,0.00,12,"Central Alaska"
ak,10691293,1,"Thursday, April 11, 2013 01:10:31 UTC",61.6432,-148.1015,1.8,10.50,15,"Southern Alaska"
nc,71969385,0,"Thursday, April 11, 2013 01:08:56 UTC",36.4118,-120.9945,1.4,6.10, 9,"Central California"
ak,10691283,1,"Thursday, April 11, 2013 00:44:34 UTC",61.1093,-149.7442,2.9,10.30,37,"Southern Alaska"
ak,10691272,1,"Thursday, April 11, 2013 00:29:10 UTC",63.2192,-151.4722,2.1,1.80,14,"Central Alaska"
ak,10691260,1,"Thursday, April 11, 2013 00:05:34 UTC",63.1884,-151.3586,1.4,13.00, 7,"Central Alaska"
ak,10691257,1,"Wednesday, April 10, 2013 23:57:58 UTC",62.6251,-151.2564,1.3,84.20, 9,"Central Alaska"
us,b000g4kr,5,"Wednesday, April 10, 2013 23:35:17 UTC",28.2821,51.6401,4.0,10.00,21,"southern Iran"
nc,71969335,1,"Wednesday, April 10, 2013 23:26:36 UTC",38.8265,-122.8490,2.4,2.30,48,"Northern California"
ci,11282930,0,"Wednesday, April 10, 2013 23:03:15 UTC",33.8025,-116.0942,1.3,3.60,36,"Southern California"
ak,10691226,1,"Wednesday, April 10, 2013 22:56:17 UTC",61.0244,-150.8550,1.6,14.70, 7,"Southern Alaska"
us,b000g4jj,6,"Wednesday, April 10, 2013 22:53:53 UTC",20.8474,122.0583,4.3,14.40,27,"Batan Islands region, Philippines"
ak,10691218,1,"Wednesday, April 10, 2013 22:47:14 UTC",63.4048,-147.6506,1.5,0.00,16,"Central Alaska"
ci,11282914,0,"Wednesday, April 10, 2013 22:42:02 UTC",34.3088,-116.4620,1.3,6.50,19,"Southern California"
us,b000g4i5,4,"Wednesday, April 10, 2013 22:05:52 UTC",18.8540,97.5096,4.7,8.30,29,"Myanmar-Thailand border region"
ak,10691147,1,"Wednesday, April 10, 2013 21:52:51 UTC",64.5503,-149.9552,1.7,0.20,15,"Central Alaska"
ak,10691072,1,"Wednesday, April 10, 2013 21:34:25 UTC",64.9980,-147.3473,1.3,5.90, 9,"Central Alaska"
ci,11282882,0,"Wednesday, April 10, 2013 21:28:38 UTC",34.3362,-117.0562,1.3,0.00,11,"Southern California"
nc,71969270,2,"Wednesday, April 10, 2013 21:08:13 UTC",38.7792,-122.7533,1.0,0.40,29,"Northern California"
nc,71969240,3,"Wednesday, April 10, 2013 20:22:29 UTC",36.6185,-121.2255,2.0,5.20,47,"Central California"
us,b000g4ca,9,"Wednesday, April 10, 2013 20:20:26 UTC",20.8187,122.1203,5.8,4.20,115,"Batan Islands region, Philippines"
us,b000g4br,5,"Wednesday, April 10, 2013 19:59:29 UTC",2.6017,127.2174,5.0,66.00,60,"Molucca Sea"
ci,11282866,0,"Wednesday, April 10, 2013 19:57:02 UTC",34.3648,-117.6112,2.2,0.20,17,"Southern California"
ci,11282858,0,"Wednesday, April 10, 2013 19:35:38 UTC",33.4982,-116.4632,1.0,10.50,35,"Southern California"
ci,11282850,0,"Wednesday, April 10, 2013 19:32:40 UTC",34.7538,-117.6465,1.8,26.00,10,"Southern California"
ci,11282842,0,"Wednesday, April 10, 2013 19:31:00 UTC",33.1458,-117.0780,1.2,0.40,13,"San Diego County urban area, California"
us,b000g4a2,8,"Wednesday, April 10, 2013 19:14:02 UTC",15.5366,-87.2280,5.5,10.00,402,"Honduras"
ak,10690989,1,"Wednesday, April 10, 2013 19:12:54 UTC",64.0034,-149.0487,1.6,0.10,16,"Central Alaska"
ci,11282810,0,"Wednesday, April 10, 2013 18:35:48 UTC",33.2857,-115.7170,1.6,6.70,23,"Southern California"
ci,11282802,2,"Wednesday, April 10, 2013 18:17:02 UTC",31.8142,-115.0743,2.7,10.00, 5,"Baja California, Mexico"
ci,11282762,0,"Wednesday, April 10, 2013 17:46:03 UTC",33.7687,-117.3380,1.7,0.00,16,"Greater Los Angeles area, California"
ci,11282746,0,"Wednesday, April 10, 2013 17:08:54 UTC",34.4273,-117.5470,1.8,10.10,12,"Southern California"
ak,10690900,2,"Wednesday, April 10, 2013 17:08:08 UTC",51.5294,-177.9411,2.4,26.80,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10690895,1,"Wednesday, April 10, 2013 17:03:44 UTC",61.0876,-152.1930,2.0,3.40,14,"Southern Alaska"
us,2013nvax,6,"Wednesday, April 10, 2013 16:54:21 UTC",28.2450,51.6556,4.3,10.00,33,"southern Iran"
nc,71969140,1,"Wednesday, April 10, 2013 16:32:30 UTC",38.8367,-122.7747,1.6,2.20,27,"Northern California"
us,b000g43v,8,"Wednesday, April 10, 2013 16:20:21 UTC",-10.7302,-75.2622,5.2,99.60,264,"central Peru"
pr,13100001,0,"Wednesday, April 10, 2013 16:00:08 UTC",19.2250,-64.8078,2.5,70.00, 3,"Virgin Islands region"
ak,10690856,1,"Wednesday, April 10, 2013 15:32:49 UTC",63.5321,-147.3974,1.6,6.30,10,"Central Alaska"
uw,60516527,3,"Wednesday, April 10, 2013 15:32:29 UTC",48.0047,-122.9663,3.4,50.00,98,"Olympic Peninsula, Washington"
nn,00408954,1,"Wednesday, April 10, 2013 15:21:28 UTC",39.4503,-118.4507,1.6,12.30, 9,"Nevada"
ak,10690844,1,"Wednesday, April 10, 2013 14:56:39 UTC",62.9964,-150.0338,1.4,72.60, 8,"Central Alaska"
ci,11282730,0,"Wednesday, April 10, 2013 14:55:32 UTC",33.5080,-116.4730,1.2,9.80,47,"Southern California"
nm,041013a,A,"Wednesday, April 10, 2013 14:54:15 UTC",38.5706,-91.3263,2.3,0.10,13,"Missouri"
nc,71969105,3,"Wednesday, April 10, 2013 14:46:50 UTC",37.2990,-121.6752,2.0,6.00,71,"Northern California"
hv,60487951,2,"Wednesday, April 10, 2013 14:44:31 UTC",19.2948,-155.3842,2.2,3.70,16,"Island of Hawaii, Hawaii"
ak,10690837,1,"Wednesday, April 10, 2013 14:28:27 UTC",61.3474,-146.6261,1.4,57.00, 5,"Southern Alaska"
ci,11282714,0,"Wednesday, April 10, 2013 13:45:55 UTC",34.0265,-116.9203,1.2,13.60,30,"Southern California"
us,2013nvap,4,"Wednesday, April 10, 2013 13:04:29 UTC",-17.7569,167.7868,4.6,10.00,20,"Vanuatu"
ak,10690821,1,"Wednesday, April 10, 2013 12:53:09 UTC",61.5395,-146.5138,1.8,23.10, 9,"Southern Alaska"
ak,10690816,1,"Wednesday, April 10, 2013 12:45:57 UTC",62.0902,-151.6568,2.1,112.50,18,"Central Alaska"
ci,11282706,2,"Wednesday, April 10, 2013 12:43:33 UTC",33.1783,-115.6227,2.8,0.00,33,"Southern California"
ci,11282682,2,"Wednesday, April 10, 2013 12:43:09 UTC",33.1782,-115.6225,2.6,0.00,52,"Southern California"
ci,11282666,2,"Wednesday, April 10, 2013 12:41:26 UTC",33.1732,-115.6207,2.1,0.10,47,"Southern California"
us,b000g3y3,8,"Wednesday, April 10, 2013 12:40:18 UTC",28.5135,51.5523,4.6,9.90,90,"southern Iran"
ak,10690812,1,"Wednesday, April 10, 2013 12:34:54 UTC",62.8178,-150.3476,1.5,87.80,10,"Central Alaska"
nc,71969085,1,"Wednesday, April 10, 2013 12:18:58 UTC",38.8077,-122.8205,1.1,3.60,25,"Northern California"
ak,10690808,1,"Wednesday, April 10, 2013 12:00:24 UTC",61.6119,-148.2655,1.4,20.70, 8,"Southern Alaska"
mb,13384806,2,"Wednesday, April 10, 2013 11:45:14 UTC",45.7939,-111.9198,1.8,8.00,21,"western Montana"
nc,71969075,2,"Wednesday, April 10, 2013 11:35:09 UTC",35.6705,-121.0865,1.5,5.60,25,"Central California"
nc,71969070,2,"Wednesday, April 10, 2013 11:32:26 UTC",35.6713,-121.0877,1.5,5.20,24,"Central California"
nc,71969065,0,"Wednesday, April 10, 2013 11:17:08 UTC",38.7773,-122.7412,1.4,1.80,18,"Northern California"
uw,60516502,2,"Wednesday, April 10, 2013 11:12:41 UTC",46.1247,-122.9877,1.0,24.70,12,"Washington"
ci,11282634,1,"Wednesday, April 10, 2013 10:25:37 UTC",34.6745,-116.3370,1.7,1.80,14,"Southern California"
ak,10690794,1,"Wednesday, April 10, 2013 10:18:56 UTC",57.8707,-155.9790,2.5,118.90, 8,"Alaska Peninsula"
ak,10690789,1,"Wednesday, April 10, 2013 09:48:41 UTC",61.6361,-150.3636,1.9,32.30, 7,"Southern Alaska"
ak,10690787,1,"Wednesday, April 10, 2013 09:47:22 UTC",60.4009,-151.2689,2.0,41.90,15,"Kenai Peninsula, Alaska"
us,b000g3vy,4,"Wednesday, April 10, 2013 09:29:54 UTC",28.5410,51.6321,4.1,10.00,29,"southern Iran"
ci,11282618,1,"Wednesday, April 10, 2013 09:20:11 UTC",33.4170,-116.9547,1.0,14.00,38,"Southern California"
nc,71969035,2,"Wednesday, April 10, 2013 08:52:39 UTC",36.6077,-121.2098,1.3,4.40,30,"Central California"
hv,60487901,2,"Wednesday, April 10, 2013 08:48:45 UTC",19.4210,-155.3108,2.3,5.20,36,"Island of Hawaii, Hawaii"
nc,71969030,2,"Wednesday, April 10, 2013 08:42:32 UTC",36.4727,-121.0508,1.8,5.20,38,"Central California"
ak,10690772,1,"Wednesday, April 10, 2013 08:41:32 UTC",60.3039,-152.0269,2.6,66.20,24,"Southern Alaska"
ci,11282610,1,"Wednesday, April 10, 2013 08:38:53 UTC",35.0753,-117.5023,1.1,5.10,12,"Southern California"
ci,11282602,1,"Wednesday, April 10, 2013 08:26:29 UTC",36.0873,-117.8522,1.0,3.40,12,"Central California"
nc,71969020,3,"Wednesday, April 10, 2013 08:21:23 UTC",39.8315,-120.0567,2.2,0.90,25,"Northern California"
ak,10690769,1,"Wednesday, April 10, 2013 08:12:24 UTC",64.6565,-149.7154,1.7,31.20, 5,"Central Alaska"
ci,11282594,1,"Wednesday, April 10, 2013 08:07:42 UTC",33.7987,-116.0907,1.8,2.30,55,"Southern California"
us,b000g3ts,6,"Wednesday, April 10, 2013 07:59:59 UTC",28.4380,51.7380,5.2,9.90,76,"southern Iran"
nc,71969005,0,"Wednesday, April 10, 2013 07:57:47 UTC",38.8643,-122.4955,1.5,4.70, 6,"Northern California"
ci,11282578,3,"Wednesday, April 10, 2013 07:53:06 UTC",33.0448,-116.4363,1.4,5.90,48,"Southern California"
ci,11282570,3,"Wednesday, April 10, 2013 07:47:51 UTC",33.7988,-116.0902,1.5,2.50,42,"Southern California"
ak,10690753,2,"Wednesday, April 10, 2013 07:23:48 UTC",51.6602,-176.3321,2.1,63.20,13,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000g3t2,5,"Wednesday, April 10, 2013 07:10:41 UTC",28.3090,51.7514,4.8,10.10,62,"southern Iran"
hv,60487896,2,"Wednesday, April 10, 2013 07:07:06 UTC",19.3018,-155.4063,2.5,34.50,59,"Island of Hawaii, Hawaii"
us,b000g3rz,4,"Wednesday, April 10, 2013 06:18:36 UTC",28.7864,51.6729,4.3,10.00,26,"southern Iran"
nc,71968985,2,"Wednesday, April 10, 2013 05:59:22 UTC",37.4153,-118.5912,1.2,11.10,25,"Central California"
nc,71968980,3,"Wednesday, April 10, 2013 05:53:10 UTC",40.3730,-124.2578,1.9,26.50,19,"Northern California"
hv,60487786,1,"Wednesday, April 10, 2013 05:14:38 UTC",19.5410,-156.1753,2.7,28.40,21,"Hawaii region, Hawaii"
uu,60018742,4,"Wednesday, April 10, 2013 05:02:50 UTC",39.4425,-111.2247,1.3,0.10,12,"Utah"
us,b000g3qe,6,"Wednesday, April 10, 2013 04:38:44 UTC",37.4728,142.0723,4.6,27.80,40,"off the east coast of Honshu, Japan"
ci,11282546,2,"Wednesday, April 10, 2013 04:26:10 UTC",33.8032,-116.0978,1.2,2.60,18,"Southern California"
nm,041013c,A,"Wednesday, April 10, 2013 04:22:02 UTC",36.3451,-89.5182,1.6,5.10,11,"Tennessee"
ci,11282538,0,"Wednesday, April 10, 2013 04:08:12 UTC",33.8575,-117.7193,1.5,10.10,49,"Greater Los Angeles area, California"
nm,041013b,A,"Wednesday, April 10, 2013 03:31:45 UTC",36.3448,-89.5180,1.5,5.10,12,"Tennessee"
ci,11282522,1,"Wednesday, April 10, 2013 03:21:59 UTC",33.6502,-117.0213,2.0,13.00,78,"Southern California"
uu,60018732,2,"Wednesday, April 10, 2013 03:14:47 UTC",39.4052,-111.2140,1.1,2.50, 6,"Utah"
ak,10690734,1,"Wednesday, April 10, 2013 03:07:27 UTC",63.0820,-150.6463,2.4,115.30,18,"Central Alaska"
uu,60018727,4,"Wednesday, April 10, 2013 03:02:58 UTC",39.4345,-111.2218,1.0,2.20,10,"Utah"
nc,71968940,1,"Wednesday, April 10, 2013 02:51:15 UTC",38.8430,-122.8293,1.4,2.50,28,"Northern California"
ak,10690727,2,"Wednesday, April 10, 2013 02:47:37 UTC",51.3641,-179.3932,2.6,46.70,15,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60018722,2,"Wednesday, April 10, 2013 02:47:25 UTC",39.4235,-111.2182,1.2,3.50, 7,"Utah"
ci,11282506,1,"Wednesday, April 10, 2013 02:17:38 UTC",33.8010,-116.0968,1.0,2.70,20,"Southern California"
uw,60516357,3,"Wednesday, April 10, 2013 02:12:23 UTC",46.4092,-122.3310,1.1,15.60,25,"Washington"
uw,60516352,2,"Wednesday, April 10, 2013 02:04:48 UTC",45.8393,-123.6610,1.5,0.00, 9,"Oregon"
ak,10690712,1,"Wednesday, April 10, 2013 02:02:35 UTC",63.9146,-145.7177,1.7,1.20, 9,"Central Alaska"
ak,10690715,2,"Wednesday, April 10, 2013 01:59:29 UTC",51.4146,-178.4888,2.4,30.60,12,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000g3p7,8,"Wednesday, April 10, 2013 01:58:27 UTC",28.4500,51.6075,5.6,10.00,76,"southern Iran"
ak,10690707,1,"Wednesday, April 10, 2013 01:56:28 UTC",63.5105,-151.1563,1.9,0.00,12,"Central Alaska"
pr,13100000,0,"Wednesday, April 10, 2013 01:38:01 UTC",18.0247,-65.3945,2.5,16.00, 9,"Puerto Rico region"
nc,71968925,1,"Wednesday, April 10, 2013 01:31:33 UTC",38.8133,-122.8120,1.0,3.00,22,"Northern California"
nc,71968920,1,"Wednesday, April 10, 2013 01:19:03 UTC",38.8162,-122.7872,1.1,2.40,28,"Northern California"
us,b000g3ns,5,"Wednesday, April 10, 2013 01:15:22 UTC",-2.9729,139.0662,4.8,55.20,33,"near the north coast of Papua, Indonesia"
us,b000g3nn,6,"Wednesday, April 10, 2013 01:00:22 UTC",28.4814,51.6040,4.9,10.00,37,"southern Iran"
ak,10690689,1,"Wednesday, April 10, 2013 00:58:46 UTC",61.6440,-146.1192,1.6,31.00, 9,"Southern Alaska"
us,b000g3ng,4,"Wednesday, April 10, 2013 00:52:50 UTC",-2.0824,-79.5666,4.5,103.30,35,"near the coast of Ecuador"
ci,11282498,2,"Wednesday, April 10, 2013 00:48:59 UTC",33.8780,-117.0297,1.4,15.20,62,"Southern California"
nc,71968915,2,"Wednesday, April 10, 2013 00:39:59 UTC",37.4185,-122.2548,1.7,5.90,50,"San Francisco Bay area, California"
nc,71968910,1,"Wednesday, April 10, 2013 00:20:22 UTC",38.7883,-122.7618,1.9,1.50,33,"Northern California"
ak,10690665,1,"Wednesday, April 10, 2013 00:20:05 UTC",60.3956,-147.7146,2.3,2.60,10,"Southern Alaska"
nc,71968905,2,"Wednesday, April 10, 2013 00:08:35 UTC",37.4652,-118.6297,1.1,8.90,14,"Central California"
us,b000g3mt,3,"Tuesday, April  9, 2013 23:49:42 UTC",-21.9173,169.5157,4.3,57.80,19,"southeast of the Loyalty Islands"
us,b000g3mf,6,"Tuesday, April  9, 2013 23:33:34 UTC",28.4795,51.8871,4.2,10.10,22,"southern Iran"
ci,11282474,1,"Tuesday, April  9, 2013 23:28:25 UTC",35.0500,-117.6670,1.6,0.00,12,"Southern California"
nc,71968890,5,"Tuesday, April  9, 2013 23:07:25 UTC",40.2828,-127.1825,3.1,10.00,17,"off the coast of Northern California"
ci,11282458,1,"Tuesday, April  9, 2013 23:06:53 UTC",35.5322,-118.3390,1.3,2.10,14,"Central California"
us,b000g3ls,5,"Tuesday, April  9, 2013 23:00:18 UTC",-22.7541,69.1376,4.6,10.20,17,"Mid-Indian Ridge"
nc,71968885,1,"Tuesday, April  9, 2013 22:47:19 UTC",38.8028,-122.8082,1.5,0.90,26,"Northern California"
uu,60018702,2,"Tuesday, April  9, 2013 22:42:03 UTC",39.4485,-111.1840,1.1,4.80, 5,"Utah"
ak,10690616,2,"Tuesday, April  9, 2013 22:31:18 UTC",59.7438,-136.0973,1.9,1.30,10,"Southeastern Alaska"
nc,71968875,0,"Tuesday, April  9, 2013 22:30:47 UTC",38.7762,-122.7283,1.3,2.30,15,"Northern California"
nc,71968865,0,"Tuesday, April  9, 2013 22:19:54 UTC",38.7790,-122.7282,1.2,0.80,16,"Northern California"
ci,11282434,1,"Tuesday, April  9, 2013 22:12:55 UTC",33.7993,-116.0943,1.4,2.00,40,"Southern California"
ak,10690592,3,"Tuesday, April  9, 2013 22:02:27 UTC",51.8934,-174.5646,1.9,70.00,16,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000g3iy,5,"Tuesday, April  9, 2013 21:53:39 UTC",28.3426,51.6400,4.4,10.00,46,"southern Iran"
ak,10690582,2,"Tuesday, April  9, 2013 21:51:41 UTC",63.5292,-148.9947,1.1,4.70,24,"Central Alaska"
ak,10690575,2,"Tuesday, April  9, 2013 21:45:41 UTC",60.1982,-138.0218,3.3,1.00,31,"Southern Yukon Territory, Canada"
nc,71968860,0,"Tuesday, April  9, 2013 21:38:47 UTC",38.7530,-122.6897,1.0,0.80,11,"Northern California"
ci,11282418,1,"Tuesday, April  9, 2013 21:33:30 UTC",33.8023,-116.0978,1.2,2.60,26,"Southern California"
us,b000g3h2,5,"Tuesday, April  9, 2013 21:21:04 UTC",17.8783,-62.1574,4.0,55.10,29,"Antigua and Barbuda region, Leeward Islands"
us,b000g3h6,6,"Tuesday, April  9, 2013 21:18:21 UTC",28.5214,51.5845,4.1,10.00,24,"southern Iran"
ci,11282410,1,"Tuesday, April  9, 2013 21:13:41 UTC",33.7985,-116.0945,2.4,0.80,61,"Southern California"
ci,11282402,1,"Tuesday, April  9, 2013 21:12:55 UTC",33.7995,-116.0968,1.5,2.60,22,"Southern California"
ak,10690542,2,"Tuesday, April  9, 2013 21:04:08 UTC",52.3538,-174.1092,1.3,4.20, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10690541,2,"Tuesday, April  9, 2013 21:03:12 UTC",52.3358,-174.1746,1.1,5.40, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10690538,2,"Tuesday, April  9, 2013 20:58:00 UTC",52.3304,-174.1770,1.1,4.60, 8,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000g3ft,7,"Tuesday, April  9, 2013 20:54:16 UTC",28.2759,51.6754,4.8,9.90,117,"southern Iran"
us,b000g3fe,6,"Tuesday, April  9, 2013 20:43:48 UTC",5.6129,93.3101,4.7,31.20,71,"off the west coast of northern Sumatra"
nc,71968845,2,"Tuesday, April  9, 2013 20:37:40 UTC",36.5705,-121.1357,1.2,9.70,20,"Central California"
ci,11282394,2,"Tuesday, April  9, 2013 20:22:00 UTC",33.1032,-115.6262,1.4,8.80,16,"Southern California"
us,b000g3dn,7,"Tuesday, April  9, 2013 20:06:52 UTC",28.4201,51.6408,4.6,19.90,94,"southern Iran"
ak,10690517,2,"Tuesday, April  9, 2013 20:05:45 UTC",63.6652,-150.6064,2.6,11.60,50,"Central Alaska"
ak,10690512,2,"Tuesday, April  9, 2013 19:58:27 UTC",52.3318,-174.1946,1.2,5.80, 8,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000g3cd,5,"Tuesday, April  9, 2013 19:45:37 UTC",-2.8550,139.1719,4.7,50.80,35,"near the north coast of Papua, Indonesia"
nc,71968815,0,"Tuesday, April  9, 2013 19:34:44 UTC",38.8273,-122.8072,1.2,1.80,18,"Northern California"
ak,10690498,2,"Tuesday, April  9, 2013 19:21:53 UTC",58.8220,-153.3208,2.6,6.70,37,"Kodiak Island region, Alaska"
uu,60018672,2,"Tuesday, April  9, 2013 19:20:01 UTC",39.4418,-111.2197,1.3,2.80, 8,"Utah"
nc,71968810,2,"Tuesday, April  9, 2013 19:19:04 UTC",36.3002,-120.7715,1.3,9.50,16,"Central California"
us,b000g3am,7,"Tuesday, April  9, 2013 19:10:33 UTC",28.4066,51.6259,4.4,10.10,42,"southern Iran"
nc,71968800,1,"Tuesday, April  9, 2013 19:00:18 UTC",38.8048,-122.7908,1.2,1.40,25,"Northern California"
pr,13099001,0,"Tuesday, April  9, 2013 18:59:48 UTC",18.7057,-65.3490,2.6,51.00, 3,"Puerto Rico region"
us,b000g3a6,9,"Tuesday, April  9, 2013 18:59:09 UTC",28.5156,51.7114,4.3,10.00,42,"southern Iran"
ci,11282378,1,"Tuesday, April  9, 2013 18:59:01 UTC",33.4973,-116.9257,1.1,13.80,29,"Southern California"
us,b000g3a5,7,"Tuesday, April  9, 2013 18:55:07 UTC",-3.6159,138.5223,4.2,69.90,15,"Papua, Indonesia"
hv,60487611,2,"Tuesday, April  9, 2013 18:53:24 UTC",19.4053,-155.2807,1.8,0.80,12,"Island of Hawaii, Hawaii"
nc,71968795,2,"Tuesday, April  9, 2013 18:44:53 UTC",36.5705,-121.1342,1.2,10.40,22,"Central California"
nc,71968790,3,"Tuesday, April  9, 2013 18:39:35 UTC",36.5762,-121.1345,2.9,11.30,77,"Central California"
ak,10690480,2,"Tuesday, April  9, 2013 18:32:54 UTC",62.8510,-149.4680,1.3,71.30,32,"Central Alaska"
us,b000g38m,6,"Tuesday, April  9, 2013 18:31:55 UTC",-2.8078,139.0610,4.9,47.30,97,"near the north coast of Papua, Indonesia"
ak,10690471,2,"Tuesday, April  9, 2013 18:05:24 UTC",63.5627,-147.2580,1.1,3.00,26,"Central Alaska"
ak,10690468,2,"Tuesday, April  9, 2013 17:56:31 UTC",60.2879,-150.7587,1.9,48.20,37,"Kenai Peninsula, Alaska"
nc,71968765,0,"Tuesday, April  9, 2013 17:47:03 UTC",38.8403,-122.8298,1.4,2.10,20,"Northern California"
ci,11282346,1,"Tuesday, April  9, 2013 17:27:22 UTC",33.4907,-116.4507,1.4,9.30,30,"Southern California"
ci,11282338,1,"Tuesday, April  9, 2013 17:27:08 UTC",34.3293,-116.9332,1.6,0.00,12,"Southern California"
us,b000g35z,5,"Tuesday, April  9, 2013 17:21:00 UTC",28.5104,51.7384,4.4,9.50,56,"southern Iran"
nc,71968730,3,"Tuesday, April  9, 2013 16:42:51 UTC",39.8677,-120.7232,1.7,3.70,24,"Northern California"
nc,71968725,1,"Tuesday, April  9, 2013 16:40:09 UTC",38.8118,-122.8085,1.0,3.30,23,"Northern California"
ci,11282306,1,"Tuesday, April  9, 2013 16:35:36 UTC",34.0515,-117.2398,1.2,12.30,39,"Greater Los Angeles area, California"
us,2013nuaw,6,"Tuesday, April  9, 2013 16:32:32 UTC",28.4462,51.6853,4.7,10.00,64,"southern Iran"
nn,00408865,1,"Tuesday, April  9, 2013 16:29:41 UTC",39.8354,-120.0556,1.0,4.50,14,"Northern California"
nc,71968715,4,"Tuesday, April  9, 2013 16:28:18 UTC",39.8385,-120.0542,1.9,0.00,24,"Northern California"
nc,71968700,1,"Tuesday, April  9, 2013 16:04:10 UTC",38.8672,-122.8095,1.5,1.00,24,"Northern California"
nc,71968695,5,"Tuesday, April  9, 2013 15:40:42 UTC",40.5030,-124.5233,3.0,24.30,27,"offshore Northern California"
ak,10690398,2,"Tuesday, April  9, 2013 15:23:06 UTC",66.8805,-156.6354,2.9,16.00,34,"northern Alaska"
mb,13990193,2,"Tuesday, April  9, 2013 15:18:40 UTC",44.6768,-113.9926,2.1,10.80,23,"southern Idaho"
ci,11282290,1,"Tuesday, April  9, 2013 15:18:28 UTC",34.3528,-116.1962,2.0,0.00,46,"Southern California"
us,2013nuav,5,"Tuesday, April  9, 2013 15:05:45 UTC",28.1456,51.7051,4.2,10.00,22,"southern Iran"
ak,10690395,2,"Tuesday, April  9, 2013 15:04:40 UTC",54.1129,-164.6776,2.2,90.00,17,"Unimak Island region, Alaska"
us,2013nuau,A,"Tuesday, April  9, 2013 14:44:52 UTC",28.3943,51.6664,4.8,10.00,91,"southern Iran"
nc,71968670,3,"Tuesday, April  9, 2013 14:35:41 UTC",35.7252,-121.1122,1.2,7.60,39,"Central California"
ak,10691108,2,"Tuesday, April  9, 2013 14:15:07 UTC",62.0784,-145.1150,1.2,17.10,19,"Central Alaska"
ci,11282266,1,"Tuesday, April  9, 2013 14:12:16 UTC",32.7958,-116.5963,1.7,10.90,32,"Southern California"
ak,10690376,2,"Tuesday, April  9, 2013 14:00:09 UTC",64.5690,-149.9693,1.4,18.10,21,"Central Alaska"
ak,10691106,2,"Tuesday, April  9, 2013 13:56:29 UTC",64.5689,-149.9347,2.3,19.70,24,"Central Alaska"
ak,10690374,2,"Tuesday, April  9, 2013 13:56:10 UTC",64.5510,-149.9977,2.2,0.00,13,"Central Alaska"
us,2013nuat,3,"Tuesday, April  9, 2013 13:34:43 UTC",-15.7947,-178.1600,4.4,472.60,47,"Fiji region"
us,2013nuas,6,"Tuesday, April  9, 2013 13:30:42 UTC",28.3080,51.6540,4.8,10.00,69,"southern Iran"
nn,00408847,1,"Tuesday, April  9, 2013 13:10:06 UTC",37.0878,-117.0572,1.6,6.10,13,"Nevada"
us,2013nuar,7,"Tuesday, April  9, 2013 13:03:24 UTC",28.4973,51.5647,4.2,10.00,25,"southern Iran"
nc,71968640,2,"Tuesday, April  9, 2013 12:52:29 UTC",36.3002,-120.7797,1.3,9.20,15,"Central California"
ci,11282242,2,"Tuesday, April  9, 2013 12:48:22 UTC",32.2345,-115.2795,3.0,10.00, 6,"Baja California, Mexico"
us,b000g2z5,6,"Tuesday, April  9, 2013 12:47:47 UTC",28.3587,51.7236,4.7,10.00,68,"southern Iran"
ak,10690362,2,"Tuesday, April  9, 2013 12:46:50 UTC",63.2172,-151.3614,1.5,16.30,26,"Central Alaska"
us,b000g2z2,5,"Tuesday, April  9, 2013 12:41:04 UTC",28.4148,51.6912,4.7,10.00,63,"southern Iran"
ak,10690360,2,"Tuesday, April  9, 2013 12:31:16 UTC",63.0771,-148.6814,1.0,12.00,21,"Central Alaska"
us,b000g2yd,6,"Tuesday, April  9, 2013 12:05:39 UTC",28.4911,51.6848,5.4,10.00,108,"southern Iran"
uu,60018622,5,"Tuesday, April  9, 2013 11:58:09 UTC",37.8437,-113.0735,1.2,9.90,16,"Utah"
us,b000g2y5,7,"Tuesday, April  9, 2013 11:52:50 UTC",28.4996,51.5907,6.3,10.00,156,"southern Iran"
us,b000g2xw,3,"Tuesday, April  9, 2013 11:33:56 UTC",-20.9267,-178.4408,4.8,529.00,56,"Fiji region"
ak,10690344,2,"Tuesday, April  9, 2013 11:13:23 UTC",65.9748,-148.2943,1.4,12.00,22,"northern Alaska"
hv,60487536,1,"Tuesday, April  9, 2013 10:57:28 UTC",19.3352,-155.1727,1.7,7.50,37,"Island of Hawaii, Hawaii"
ak,10690335,2,"Tuesday, April  9, 2013 10:43:56 UTC",53.7366,-164.2820,3.4,25.50,34,"Unimak Island region, Alaska"
ak,10690338,2,"Tuesday, April  9, 2013 10:41:50 UTC",63.5742,-150.7397,1.2,12.00,20,"Central Alaska"
